event_type, symbol, bid_exchange_id, bid_price, bid_size, ask_exchange_id, ask_price, ask_size, condition, indicators, timestamp, sequence, tape
Q, META, 11, 170.99, 1, 9, 171.01, 3, nothing, Any[604], 2023-02-22T20:57:04.746, 75835071, 3
Q, META, 11, 170.99, 1, 12, 171.01, 1, nothing, Any[604], 2023-02-22T20:57:04.813, 75835390, 3
Q, META, 11, 170.99, 1, 10, 171.01, 4, nothing, Any[604], 2023-02-22T20:57:04.813, 75835391, 3
Q, META, 11, 170.99, 1, 10, 171.01, 5, nothing, Any[604], 2023-02-22T20:57:04.813, 75835393, 3
Q, META, 12, 170.99, 1, 10, 171.01, 5, nothing, Any[604], 2023-02-22T20:57:04.813, 75835395, 3
Q, META, 12, 170.99, 1, 10, 171.01, 4, nothing, Any[604], 2023-02-22T20:57:04.814, 75835398, 3
Q, META, 12, 170.99, 1, 21, 171, 1, nothing, Any[604], 2023-02-22T20:57:04.814, 75835402, 3
Q, META, 12, 170.99, 1, 10, 171.01, 4, nothing, Any[604], 2023-02-22T20:57:04.832, 75835426, 3
Q, META, 11, 170.99, 2, 10, 171.01, 4, nothing, Any[604], 2023-02-22T20:57:04.901, 75835550, 3
Q, AAPL, 21, 148.48, 1, 12, 148.49, 14, nothing, Any[604], 2023-02-22T20:57:04.597, 92087945, 3
Q, AAPL, 21, 148.48, 1, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.597, 92087951, 3
Q, AAPL, 21, 148.48, 1, 12, 148.49, 16, nothing, Any[604], 2023-02-22T20:57:04.597, 92087953, 3
Q, AAPL, 12, 148.47, 13, 12, 148.49, 16, nothing, Any[604], 2023-02-22T20:57:04.597, 92087954, 3
Q, AAPL, 12, 148.47, 13, 12, 148.49, 17, nothing, Any[602], 2023-02-22T20:57:04.597, 92087955, 3
Q, AAPL, 12, 148.47, 13, 12, 148.49, 16, nothing, Any[602], 2023-02-22T20:57:04.598, 92087963, 3
Q, AAPL, 12, 148.47, 13, 12, 148.49, 15, nothing, Any[602], 2023-02-22T20:57:04.598, 92087965, 3
Q, AAPL, 12, 148.47, 13, 12, 148.49, 16, nothing, Any[602], 2023-02-22T20:57:04.714, 92088435, 3
Q, AAPL, 12, 148.47, 13, 12, 148.49, 17, nothing, Any[602], 2023-02-22T20:57:04.714, 92088438, 3
Q, AAPL, 12, 148.47, 13, 12, 148.48, 1, nothing, Any[602], 2023-02-22T20:57:04.714, 92088440, 3
Q, AAPL, 12, 148.47, 12, 12, 148.48, 1, nothing, Any[602], 2023-02-22T20:57:04.714, 92088442, 3
Q, AAPL, 12, 148.47, 11, 12, 148.48, 1, nothing, Any[602], 2023-02-22T20:57:04.714, 92088443, 3
Q, AAPL, 12, 148.47, 8, 12, 148.48, 1, nothing, Any[602], 2023-02-22T20:57:04.714, 92088447, 3
Q, AAPL, 12, 148.47, 8, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.714, 92088453, 3
Q, AAPL, 12, 148.47, 8, 21, 148.48, 4, nothing, Any[604], 2023-02-22T20:57:04.715, 92088513, 3
Q, AAPL, 12, 148.47, 8, 12, 148.48, 2, nothing, Any[604], 2023-02-22T20:57:04.715, 92088525, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.715, 92088541, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 3, nothing, Any[602], 2023-02-22T20:57:04.715, 92088542, 3
Q, AAPL, 12, 148.47, 6, 12, 148.48, 3, nothing, Any[602], 2023-02-22T20:57:04.715, 92088549, 3
Q, AAPL, 12, 148.47, 6, 12, 148.48, 4, nothing, Any[602], 2023-02-22T20:57:04.716, 92088583, 3
Q, AAPL, 12, 148.47, 6, 12, 148.48, 5, nothing, Any[602], 2023-02-22T20:57:04.723, 92088787, 3
Q, AAPL, 12, 148.47, 6, 12, 148.48, 4, nothing, Any[602], 2023-02-22T20:57:04.724, 92088834, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 4, nothing, Any[602], 2023-02-22T20:57:04.725, 92088859, 3
Q, AAPL, 12, 148.47, 7, 21, 148.48, 3, nothing, Any[604], 2023-02-22T20:57:04.725, 92088860, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 3, nothing, Any[604], 2023-02-22T20:57:04.725, 92088862, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.727, 92088881, 3
Q, AAPL, 12, 148.47, 7, 21, 148.48, 4, nothing, Any[604], 2023-02-22T20:57:04.739, 92088967, 3
Q, AAPL, 12, 148.47, 6, 21, 148.48, 4, nothing, Any[604], 2023-02-22T20:57:04.739, 92088973, 3
Q, AAPL, 12, 148.47, 6, 21, 148.48, 5, nothing, Any[604], 2023-02-22T20:57:04.739, 92088975, 3
Q, AAPL, 12, 148.47, 6, 21, 148.48, 3, nothing, Any[604], 2023-02-22T20:57:04.739, 92088979, 3
Q, AAPL, 12, 148.47, 6, 12, 148.48, 2, nothing, Any[604], 2023-02-22T20:57:04.790, 92089309, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.790, 92089315, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 1, nothing, Any[602], 2023-02-22T20:57:04.791, 92089387, 3
Q, AAPL, 12, 148.47, 8, 12, 148.48, 1, nothing, Any[602], 2023-02-22T20:57:04.874, 92089798, 3
Q, AAPL, 12, 148.47, 8, 12, 148.49, 17, nothing, Any[602], 2023-02-22T20:57:04.879, 92089828, 3
Q, AAPL, 12, 148.47, 9, 12, 148.49, 17, nothing, Any[602], 2023-02-22T20:57:04.879, 92089829, 3
Q, AAPL, 12, 148.48, 1, 12, 148.49, 17, nothing, Any[602], 2023-02-22T20:57:04.879, 92089830, 3
Q, AAPL, 12, 148.48, 2, 12, 148.49, 17, nothing, Any[602], 2023-02-22T20:57:04.879, 92089831, 3
Q, AAPL, 12, 148.48, 2, 12, 148.49, 16, nothing, Any[602], 2023-02-22T20:57:04.879, 92089837, 3
Q, AAPL, 21, 148.48, 4, 12, 148.49, 16, nothing, Any[604], 2023-02-22T20:57:04.879, 92089852, 3
Q, AAPL, 21, 148.48, 5, 12, 148.49, 16, nothing, Any[604], 2023-02-22T20:57:04.879, 92089863, 3
Q, AAPL, 21, 148.48, 5, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.879, 92089864, 3
Q, AAPL, 21, 148.48, 3, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.879, 92089865, 3
Q, AAPL, 21, 148.48, 3, 12, 148.49, 14, nothing, Any[604], 2023-02-22T20:57:04.887, 92089947, 3
Q, AAPL, 21, 148.48, 4, 12, 148.49, 14, nothing, Any[604], 2023-02-22T20:57:04.891, 92090000, 3
Q, AAPL, 21, 148.48, 4, 12, 148.49, 13, nothing, Any[604], 2023-02-22T20:57:04.896, 92090012, 3
Q, AAPL, 19, 148.48, 2, 12, 148.49, 13, nothing, Any[604], 2023-02-22T20:57:04.924, 92090155, 3
Q, AAPL, 21, 148.48, 2, 12, 148.49, 13, nothing, Any[604], 2023-02-22T20:57:04.924, 92090162, 3
Q, AAPL, 21, 148.48, 1, 12, 148.49, 13, nothing, Any[604], 2023-02-22T20:57:04.924, 92090173, 3
Q, AAPL, 21, 148.48, 1, 12, 148.49, 14, nothing, Any[604], 2023-02-22T20:57:04.924, 92090176, 3
Q, AAPL, 21, 148.48, 1, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.925, 92090196, 3
Q, AAPL, 21, 148.48, 1, 12, 148.49, 16, nothing, Any[604], 2023-02-22T20:57:04.925, 92090198, 3
Q, AAPL, 21, 148.48, 1, 12, 148.49, 17, nothing, Any[604], 2023-02-22T20:57:04.925, 92090201, 3
Q, AAPL, 12, 148.47, 12, 12, 148.49, 17, nothing, Any[604], 2023-02-22T20:57:04.925, 92090203, 3
Q, AAPL, 12, 148.47, 12, 19, 148.48, 1, nothing, Any[604], 2023-02-22T20:57:04.925, 92090219, 3
Q, AAPL, 12, 148.47, 12, 12, 148.49, 16, nothing, Any[604], 2023-02-22T20:57:04.943, 92090331, 3
Q, AAPL, 12, 148.47, 12, 12, 148.49, 15, nothing, Any[602], 2023-02-22T20:57:04.945, 92090349, 3
Q, TSLA, 11, 200.78, 3, 21, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.498, 133840779, 3
Q, TSLA, 11, 200.78, 2, 21, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.498, 133840796, 3
Q, TSLA, 11, 200.78, 2, 10, 200.8, 2, nothing, Any[604], 2023-02-22T20:57:04.498, 133840810, 3
Q, TSLA, 11, 200.78, 2, 12, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.498, 133840820, 3
Q, TSLA, 11, 200.78, 2, 10, 200.8, 2, nothing, Any[604], 2023-02-22T20:57:04.498, 133840826, 3
Q, TSLA, 11, 200.78, 2, 12, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.498, 133840828, 3
Q, TSLA, 12, 200.78, 1, 12, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.499, 133840848, 3
Q, TSLA, 12, 200.78, 2, 12, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.578, 133841374, 3
Q, TSLA, 12, 200.78, 3, 12, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.580, 133841388, 3
Q, TSLA, 12, 200.78, 3, 12, 200.81, 11, nothing, Any[602], 2023-02-22T20:57:04.642, 133841551, 3
Q, TSLA, 12, 200.78, 3, 12, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.642, 133841554, 3
Q, TSLA, 12, 200.78, 3, 12, 200.81, 11, nothing, Any[602], 2023-02-22T20:57:04.643, 133841560, 3
Q, TSLA, 1, 200.78, 4, 12, 200.81, 11, nothing, Any[604], 2023-02-22T20:57:04.643, 133841568, 3
Q, TSLA, 12, 200.78, 3, 12, 200.81, 11, nothing, Any[604], 2023-02-22T20:57:04.643, 133841570, 3
Q, TSLA, 12, 200.78, 3, 12, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.713, 133841712, 3
Q, TSLA, 12, 200.78, 3, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.739, 133842446, 3
Q, TSLA, 12, 200.78, 3, 12, 200.8, 2, nothing, Any[602], 2023-02-22T20:57:04.739, 133842462, 3
Q, TSLA, 12, 200.78, 3, 12, 200.8, 3, nothing, Any[602], 2023-02-22T20:57:04.740, 133842506, 3
Q, TSLA, 12, 200.78, 2, 12, 200.8, 3, nothing, Any[602], 2023-02-22T20:57:04.740, 133842507, 3
Q, TSLA, 12, 200.78, 1, 12, 200.8, 3, nothing, Any[602], 2023-02-22T20:57:04.740, 133842509, 3
Q, TSLA, 12, 200.76, 4, 12, 200.8, 3, nothing, Any[602], 2023-02-22T20:57:04.740, 133842510, 3
Q, TSLA, 12, 200.76, 3, 12, 200.8, 3, nothing, Any[602], 2023-02-22T20:57:04.740, 133842513, 3
Q, TSLA, 12, 200.76, 3, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.740, 133842514, 3
Q, TSLA, 12, 200.77, 1, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.740, 133842532, 3
Q, TSLA, 12, 200.76, 4, 21, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.740, 133842602, 3
Q, TSLA, 12, 200.76, 4, 21, 200.79, 4, nothing, Any[604], 2023-02-22T20:57:04.740, 133842624, 3
Q, TSLA, 12, 200.76, 4, 12, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.740, 133842637, 3
Q, TSLA, 12, 200.76, 4, 19, 200.79, 2, nothing, Any[604], 2023-02-22T20:57:04.740, 133842649, 3
Q, TSLA, 12, 200.76, 4, 10, 200.79, 2, nothing, Any[604], 2023-02-22T20:57:04.740, 133842687, 3
Q, TSLA, 12, 200.76, 4, 12, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.740, 133842691, 3
Q, TSLA, 12, 200.76, 4, 10, 200.79, 2, nothing, Any[604], 2023-02-22T20:57:04.741, 133842731, 3
Q, TSLA, 12, 200.76, 4, 12, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.741, 133842732, 3
Q, TSLA, 12, 200.76, 4, 21, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.744, 133842768, 3
Q, TSLA, 12, 200.78, 1, 21, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.744, 133842774, 3
Q, TSLA, 12, 200.78, 1, 8, 200.8, 3, nothing, Any[604], 2023-02-22T20:57:04.745, 133842801, 3
Q, TSLA, 12, 200.77, 1, 8, 200.8, 3, nothing, Any[604], 2023-02-22T20:57:04.748, 133843013, 3
Q, TSLA, 12, 200.77, 1, 21, 200.8, 3, nothing, Any[604], 2023-02-22T20:57:04.749, 133843022, 3
Q, TSLA, 12, 200.77, 1, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.750, 133843031, 3
Q, TSLA, 12, 200.76, 4, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.750, 133843034, 3
Q, TSLA, 12, 200.76, 4, 12, 200.78, 1, nothing, Any[602], 2023-02-22T20:57:04.760, 133843130, 3
Q, TSLA, 12, 200.76, 3, 12, 200.78, 1, nothing, Any[602], 2023-02-22T20:57:04.761, 133843135, 3
Q, TSLA, 12, 200.76, 4, 12, 200.78, 1, nothing, Any[602], 2023-02-22T20:57:04.761, 133843164, 3
Q, TSLA, 12, 200.76, 4, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.790, 133843391, 3
Q, TSLA, 12, 200.76, 6, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.790, 133843393, 3
Q, TSLA, 12, 200.77, 1, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.790, 133843402, 3
Q, TSLA, 12, 200.77, 1, 12, 200.79, 2, nothing, Any[602], 2023-02-22T20:57:04.790, 133843407, 3
Q, TSLA, 12, 200.77, 1, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.790, 133843418, 3
Q, TSLA, 12, 200.77, 1, 12, 200.79, 2, nothing, Any[602], 2023-02-22T20:57:04.790, 133843443, 3
Q, TSLA, 12, 200.77, 1, 12, 200.79, 1, nothing, Any[602], 2023-02-22T20:57:04.795, 133843674, 3
Q, TSLA, 21, 200.77, 1, 12, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.796, 133843683, 3
Q, TSLA, 21, 200.77, 1, 21, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.803, 133843729, 3
Q, TSLA, 15, 200.77, 2, 21, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.804, 133843762, 3
Q, TSLA, 21, 200.77, 1, 21, 200.79, 1, nothing, Any[604], 2023-02-22T20:57:04.804, 133843764, 3
Q, TSLA, 12, 200.77, 1, 8, 200.8, 3, nothing, Any[604], 2023-02-22T20:57:04.808, 133843782, 3
Q, TSLA, 21, 200.77, 1, 8, 200.8, 3, nothing, Any[604], 2023-02-22T20:57:04.808, 133843785, 3
Q, TSLA, 12, 200.78, 1, 8, 200.8, 3, nothing, Any[604], 2023-02-22T20:57:04.809, 133843788, 3
Q, TSLA, 12, 200.78, 1, 15, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.809, 133843802, 3
Q, TSLA, 12, 200.78, 1, 21, 200.8, 5, nothing, Any[604], 2023-02-22T20:57:04.809, 133843809, 3
Q, TSLA, 12, 200.78, 1, 15, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.809, 133843811, 3
Q, TSLA, 12, 200.78, 1, 21, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.809, 133843826, 3
Q, TSLA, 21, 200.78, 1, 21, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.812, 133843865, 3
Q, TSLA, 12, 200.77, 1, 21, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.825, 133843883, 3
Q, TSLA, 12, 200.77, 2, 21, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.853, 133843949, 3
Q, TSLA, 21, 200.78, 1, 21, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.854, 133843952, 3
Q, TSLA, 21, 200.78, 1, 12, 200.81, 11, nothing, Any[604], 2023-02-22T20:57:04.888, 133844068, 3
Q, TSLA, 21, 200.78, 1, 12, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.911, 133844147, 3
Q, TSLA, 12, 200.78, 1, 12, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.926, 133844257, 3
Q, TSLA, 12, 200.78, 2, 21, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.928, 133844280, 3
Q, TSLA, 12, 200.78, 2, 12, 200.8, 1, nothing, Any[604], 2023-02-22T20:57:04.934, 133844298, 3
Q, TSLA, 12, 200.78, 3, 12, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.944, 133844318, 3
Q, TSLA, 12, 200.78, 2, 12, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.944, 133844319, 3
Q, TSLA, 12, 200.78, 3, 12, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.944, 133844320, 3
Q, TSLA, 12, 200.78, 2, 12, 200.8, 1, nothing, Any[602], 2023-02-22T20:57:04.944, 133844321, 3
Q, MSFT, 12, 251.15, 2, 12, 251.17, 6, nothing, Any[604], 2023-02-22T20:57:04.683, 75834339, 3
Q, AMD, 12, 76.5, 1, 12, 76.51, 13, nothing, Any[604], 2023-02-22T20:57:04.714, 92088434, 3
Q, AMD, 12, 76.5, 1, 12, 76.51, 15, nothing, Any[602], 2023-02-22T20:57:04.715, 92088543, 3
Q, AMD, 12, 76.5, 1, 12, 76.51, 16, nothing, Any[602], 2023-02-22T20:57:04.715, 92088544, 3
Q, AMD, 12, 76.5, 1, 12, 76.51, 17, nothing, Any[602], 2023-02-22T20:57:04.715, 92088548, 3
Q, AMD, 19, 76.49, 9, 12, 76.51, 17, nothing, Any[604], 2023-02-22T20:57:04.715, 92088550, 3
Q, AMD, 19, 76.49, 9, 12, 76.5, 1, nothing, Any[604], 2023-02-22T20:57:04.715, 92088553, 3
Q, AMD, 19, 76.49, 9, 12, 76.5, 2, nothing, Any[604], 2023-02-22T20:57:04.715, 92088555, 3
Q, AMD, 19, 76.49, 9, 12, 76.5, 4, nothing, Any[604], 2023-02-22T20:57:04.715, 92088556, 3
Q, AMD, 19, 76.49, 9, 12, 76.5, 6, nothing, Any[604], 2023-02-22T20:57:04.715, 92088561, 3
Q, AMD, 19, 76.49, 9, 12, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.715, 92088565, 3
Q, AMD, 19, 76.49, 9, 12, 76.5, 9, nothing, Any[604], 2023-02-22T20:57:04.715, 92088568, 3
Q, AMD, 19, 76.49, 9, 21, 76.5, 14, nothing, Any[604], 2023-02-22T20:57:04.716, 92088594, 3
Q, AMD, 19, 76.49, 9, 8, 76.5, 18, nothing, Any[604], 2023-02-22T20:57:04.716, 92088595, 3
Q, AMD, 11, 76.49, 8, 8, 76.5, 18, nothing, Any[604], 2023-02-22T20:57:04.716, 92088600, 3
Q, AMD, 11, 76.49, 8, 8, 76.5, 19, nothing, Any[604], 2023-02-22T20:57:04.716, 92088606, 3
Q, AMD, 11, 76.49, 8, 21, 76.5, 14, nothing, Any[604], 2023-02-22T20:57:04.716, 92088611, 3
Q, AMD, 11, 76.49, 8, 21, 76.5, 15, nothing, Any[604], 2023-02-22T20:57:04.716, 92088613, 3
Q, AMD, 11, 76.49, 8, 21, 76.5, 16, nothing, Any[604], 2023-02-22T20:57:04.716, 92088614, 3
Q, AMD, 11, 76.49, 8, 8, 76.5, 10, nothing, Any[604], 2023-02-22T20:57:04.716, 92088615, 3
Q, AMD, 11, 76.49, 7, 8, 76.5, 10, nothing, Any[604], 2023-02-22T20:57:04.716, 92088629, 3
Q, AMD, 10, 76.49, 7, 8, 76.5, 10, nothing, Any[604], 2023-02-22T20:57:04.716, 92088633, 3
Q, AMD, 11, 76.49, 8, 8, 76.5, 10, nothing, Any[604], 2023-02-22T20:57:04.716, 92088652, 3
Q, MSFT, 15, 251.15, 2, 12, 251.17, 6, nothing, Any[604], 2023-02-22T20:57:04.722, 75834628, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 1, nothing, Any[604], 2023-02-22T20:57:04.722, 75834630, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 2, nothing, Any[604], 2023-02-22T20:57:04.722, 75834632, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 3, nothing, Any[604], 2023-02-22T20:57:04.722, 75834636, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 4, nothing, Any[604], 2023-02-22T20:57:04.722, 75834637, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 6, nothing, Any[604], 2023-02-22T20:57:04.723, 75834644, 3
Q, AMD, 11, 76.49, 8, 21, 76.5, 10, nothing, Any[604], 2023-02-22T20:57:04.723, 92088767, 3
Q, AMD, 11, 76.49, 8, 21, 76.5, 9, nothing, Any[604], 2023-02-22T20:57:04.723, 92088780, 3
Q, AMD, 11, 76.49, 8, 8, 76.5, 18, nothing, Any[604], 2023-02-22T20:57:04.723, 92088798, 3
Q, AMD, 11, 76.49, 8, 21, 76.5, 9, nothing, Any[604], 2023-02-22T20:57:04.723, 92088801, 3
Q, AMD, 11, 76.49, 8, 8, 76.5, 10, nothing, Any[604], 2023-02-22T20:57:04.723, 92088803, 3
Q, AMD, 11, 76.49, 8, 21, 76.5, 9, nothing, Any[604], 2023-02-22T20:57:04.723, 92088807, 3
Q, MSFT, 8, 251.15, 1, 12, 251.16, 6, nothing, Any[604], 2023-02-22T20:57:04.723, 75834678, 3
Q, MSFT, 8, 251.15, 1, 12, 251.16, 8, nothing, Any[604], 2023-02-22T20:57:04.723, 75834684, 3
Q, AMD, 10, 76.49, 7, 21, 76.5, 9, nothing, Any[604], 2023-02-22T20:57:04.724, 92088830, 3
Q, MSFT, 8, 251.15, 1, 12, 251.16, 6, nothing, Any[604], 2023-02-22T20:57:04.723, 75834711, 3
Q, MSFT, 8, 251.15, 1, 12, 251.16, 4, nothing, Any[604], 2023-02-22T20:57:04.723, 75834736, 3
Q, MSFT, 8, 251.15, 1, 12, 251.16, 3, nothing, Any[604], 2023-02-22T20:57:04.723, 75834756, 3
Q, MSFT, 8, 251.15, 1, 21, 251.16, 2, nothing, Any[604], 2023-02-22T20:57:04.724, 75834757, 3
Q, MSFT, 8, 251.15, 1, 12, 251.16, 3, nothing, Any[604], 2023-02-22T20:57:04.734, 75834858, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 3, nothing, Any[604], 2023-02-22T20:57:04.736, 75834865, 3
Q, AMD, 10, 76.49, 7, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.736, 92088936, 3
Q, AMD, 10, 76.49, 7, 8, 76.5, 11, nothing, Any[604], 2023-02-22T20:57:04.757, 92089101, 3
Q, AMD, 12, 76.49, 4, 8, 76.5, 11, nothing, Any[604], 2023-02-22T20:57:04.757, 92089108, 3
Q, AMD, 12, 76.49, 4, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.763, 92089149, 3
Q, AMD, 21, 76.49, 6, 21, 76.5, 8, nothing, Any[602], 2023-02-22T20:57:04.770, 92089200, 3
Q, AMD, 12, 76.49, 4, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.780, 92089220, 3
Q, AMD, 10, 76.49, 4, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.781, 92089224, 3
Q, AMD, 10, 76.49, 4, 8, 76.5, 16, nothing, Any[604], 2023-02-22T20:57:04.781, 92089227, 3
Q, AMD, 10, 76.49, 4, 8, 76.5, 9, nothing, Any[604], 2023-02-22T20:57:04.781, 92089228, 3
Q, AMD, 12, 76.49, 4, 8, 76.5, 9, nothing, Any[604], 2023-02-22T20:57:04.781, 92089230, 3
Q, AMD, 12, 76.49, 4, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.790, 92089304, 3
Q, AMD, 12, 76.49, 5, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.790, 92089318, 3
Q, AMD, 17, 76.49, 6, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.791, 92089379, 3
Q, AMD, 12, 76.49, 5, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.791, 92089389, 3
Q, AMD, 12, 76.49, 6, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.791, 92089419, 3
Q, AMD, 17, 76.49, 6, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.807, 92089535, 3
Q, AMD, 21, 76.49, 5, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.807, 92089536, 3
Q, AMD, 12, 76.49, 6, 21, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.808, 92089541, 3
Q, AMD, 12, 76.49, 6, 11, 76.5, 2, nothing, Any[604], 2023-02-22T20:57:04.808, 92089542, 3
Q, AMD, 21, 76.49, 5, 11, 76.5, 2, nothing, Any[604], 2023-02-22T20:57:04.814, 92089578, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 2, nothing, Any[604], 2023-02-22T20:57:04.859, 75835466, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 1, nothing, Any[604], 2023-02-22T20:57:04.874, 75835497, 3
Q, AMD, 21, 76.49, 6, 11, 76.5, 2, nothing, Any[604], 2023-02-22T20:57:04.888, 92089950, 3
Q, AMD, 12, 76.49, 7, 11, 76.5, 2, nothing, Any[604], 2023-02-22T20:57:04.888, 92089953, 3
Q, AMD, 12, 76.49, 8, 11, 76.5, 2, nothing, Any[604], 2023-02-22T20:57:04.888, 92089955, 3
Q, AMD, 12, 76.49, 8, 11, 76.5, 1, nothing, Any[501, 604], 2023-02-22T20:57:04.888, 92089968, 3
Q, AMD, 12, 76.49, 8, 12, 76.51, 16, nothing, Any[501, 604], 2023-02-22T20:57:04.888, 92089970, 3
Q, AMD, 12, 76.49, 10, 8, 76.51, 16, nothing, Any[604], 2023-02-22T20:57:04.888, 92089973, 3
Q, AMD, 8, 76.49, 14, 12, 76.51, 16, nothing, Any[604], 2023-02-22T20:57:04.888, 92089977, 3
Q, AMD, 8, 76.49, 15, 12, 76.51, 16, nothing, Any[604], 2023-02-22T20:57:04.888, 92089980, 3
Q, AMD, 8, 76.49, 15, 12, 76.5, 1, nothing, Any[604], 2023-02-22T20:57:04.924, 92090130, 3
Q, AMD, 8, 76.49, 15, 12, 76.5, 2, nothing, Any[604], 2023-02-22T20:57:04.924, 92090136, 3
Q, MSFT, 15, 251.15, 2, 12, 251.16, 2, nothing, Any[604], 2023-02-22T20:57:04.924, 75835583, 3
Q, AMD, 21, 76.49, 6, 12, 76.5, 2, nothing, Any[604], 2023-02-22T20:57:04.924, 92090146, 3
Q, AMD, 21, 76.49, 6, 19, 76.5, 4, nothing, Any[604], 2023-02-22T20:57:04.924, 92090164, 3
Q, AMD, 21, 76.49, 6, 19, 76.5, 8, nothing, Any[604], 2023-02-22T20:57:04.924, 92090165, 3
Q, AMD, 21, 76.49, 6, 21, 76.5, 14, nothing, Any[602], 2023-02-22T20:57:04.924, 92090171, 3
Q, AMD, 21, 76.49, 6, 21, 76.5, 15, nothing, Any[602], 2023-02-22T20:57:04.924, 92090174, 3
Q, AMD, 21, 76.49, 6, 21, 76.5, 8, nothing, Any[602], 2023-02-22T20:57:04.925, 92090181, 3
